name,address,addressObj/country,addressObj/postalcode,addressObj/state,cuisine,description,DietaryRestrictions,Dishes,Features,latitude,longitude,localAddress,MealType,numberOfReviews,phone,rankingDenominator,rankingPosition,rating,rawRanking
Fireside: Flame Craft Dining,"2nd Floor, No 5m -444, 5th Main Rd, 2nd Block Hrbr Layout, Kalyan Nagar, Bengaluru 560043 India",India,560043,Karnataka,Steakhouse Seafood Barbecue Grill Fusion South American   ,,   ,                       ,                            ,12.97,77.59,"2nd Floor, No 5m -444, 5th Main Rd, 2nd Block Hrbr Layout, Kalyan Nagar, 560043",Lunch Dinner    ,0.0,9.16E+11,,,,
Mainland China,"5Ac-430, Ground & 1st Floor, 5th A Cross, Service Road, Near Girias Showroom, Hrbr Layout, Bengaluru 560084 India",India,560084,Karnataka,Chinese Asian       ,,   ,                       ,Reservations Seating                           ,13.03,77.64,"5Ac-430, Ground & 1st Floor, 5th A Cross, Service Road, Near Girias Showroom, Hrbr Layout, 560084",     ,14.0,+91 80 2545 1218,5993.0,2109.0,3.5,3.04
Gourmet West,"The Forum Mall, 1st Floor, Hosur Road, Koramangala, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.84,77.68,"The Forum Mall, 1st Floor, Hosur Road, Koramangala",     ,5.0,+91 81470 01037,5993.0,1936.0,4.0,3.05
Kargeens,"100 80'th Feet Road 3rd floor Ooty chocolates signal, Koramangala 6th Block, Bengaluru 560095 India",India,560095,Karnataka,Indian        ,,   ,                       ,                            ,13.0,77.51,"100 80'th Feet Road, 3rd floor Ooty chocolates signal, Koramangala 6th Block, 560095",     ,5.0,+91 80 4116 2968,5993.0,1617.0,4.5,3.06
Chef Baker's,"No 92/3 Outer Ring Road, Near Home Town, Bengaluru 560004 India",India,560004,Karnataka,        ,,   ,                       ,                            ,12.96,77.7,"No 92/3 Outer Ring Road, Near Home Town, 560004",     ,4.0,+91 80 3247 6757,5993.0,2110.0,4.5,3.04
chinese hut,"High Point Buildings,Race Course Road Bangalore, Bengaluru 560020 India",India,560020,Karnataka,Chinese        ,This restaurant is next to Hotel Chalukya-Bangalore.This restaurant has been serving very tasty authentic chinese food from 1980 and before even,   ,                       ,                            ,12.98,77.58,"High Point Buildings,Race Course Road, Bangalore, 560020",Lunch Dinner    ,4.0,,5993.0,2979.0,4.0,3.03
White Elephant,"100 Feet Road 2nd Floor, Bengaluru 560038 India",India,560038,Karnataka,Thai        ,,   ,                       ,                            ,12.98,77.64,"100 Feet Road, 2nd Floor, 560038",Dinner     ,4.0,+91 80 4149 3333,5993.0,5111.0,3.5,3.01
Fish N Chips,"2, Forum Value Mall, Transit, Food Court, Whitefield, Bengaluru India",India,,Karnataka,Seafood        ,,   ,Fish                       ,                            ,12.96,77.73,"2, Forum Value Mall, Transit, Food Court, Whitefield",     ,2.0,+91 80 2845 1900,5993.0,3074.0,4.0,3.02
Distil,"26 - a Lords Plaza Opposite Infosys, Bengaluru 560100 India",India,560100,Karnataka,        ,,   ,                       ,                            ,12.85,77.66,"26 - a Lords Plaza, Opposite Infosys, 560100",     ,6.0,+91 80 4040 8888,5993.0,1642.0,4.5,3.06
Saha Chowmein,"60 E Block Feet Road Near Canara Bank, Sahakara Nagar, Bengaluru 560092 India",India,560092,Karnataka,Chinese Indian       ,,   ,                       ,                            ,13.06,77.57,"60 E Block Feet Road, Near Canara Bank, Sahakara Nagar, 560092",     ,4.0,+91 80 4173 5375,5993.0,1431.0,4.5,3.07
Shezan,"1st Floor 68 Near High Gloss Beauty Salon Behind Bangalore Club, Bengaluru 560001 India",India,560001,Karnataka,Chinese        ,,   ,                       ,Reservations                            ,12.99,77.61,"1st Floor 68 Near High Gloss Beauty Salon, Behind Bangalore Club, 560001",Lunch Dinner    ,7.0,+91 80 2224 9319,5993.0,2173.0,4.0,3.04
Karthik's Mithai shop,"322, Chinmaya Mission Hospital Rd Shalini Complex, Binnamangala, Hoysala Nagar, Indiranagar, Bengaluru 560038 India",India,560038,Karnataka,Indian        ,,   ,                       ,                            ,12.98,77.64,"322, Chinmaya Mission Hospital Rd, Shalini Complex, Binnamangala, Hoysala Nagar, Indiranagar, 560038",     ,4.0,+91 80 4126 4166,5993.0,1432.0,4.5,3.07
Citrus Cafe,"23 Epip Zone, Whitefield Lemon Tree Hotel, Bengaluru 560066 India",India,560066,Karnataka,Italian Chinese Indian      ,,   ,                       ,Reservations                            ,12.99,77.72,"23 Epip Zone, Whitefield, Lemon Tree Hotel, 560066",Breakfast Lunch Dinner Brunch Drinks ,8.0,+91 80 4331 1555,5993.0,1998.0,4.0,3.05
Daily Sushi,"22 Museum Road, Bengaluru 560001 India",India,560001,Karnataka,        ,,   ,                       ,                            ,12.98,77.6,"22 Museum Road, 560001",     ,0.0,+91 96064 51393,,,,
Kabab World,"154, State Highway 35 Yamare Village, Dommasandra, Bengaluru 562125 India",India,562125,Karnataka,        ,,   ,                       ,                            ,12.88,77.76,"154, State Highway 35, Yamare Village, Dommasandra, 562125",Lunch Dinner    ,4.0,+91 78991 16699,5993.0,1893.0,4.5,3.05
Srinathji's Cafe,"112, Bull Temple Road, Basavanagudi, Bengaluru 560004 India",India,560004,Karnataka,Chinese Fast Food       ,,   ,                       ,                            ,12.96,77.57,"112, Bull Temple Road, Basavanagudi, 560004",     ,7.0,+91 80 2660 0704,5993.0,1856.0,4.0,3.05
Food Village,"4 2, 6th Main Road, Bengaluru 560054 India",India,560054,Karnataka,        ,,   ,                       ,                            ,13.03,77.55,"4 2, 6th Main Road, 560054",     ,3.0,,5993.0,2418.0,4.5,3.04
Home Made Food,"Dickenson Road NB-4, North Block, Ground Floor, Manipal Center, Bengaluru 560001 India",India,560001,Karnataka,        ,,   ,                       ,                            ,12.98,77.61,"Dickenson Road, NB-4, North Block, Ground Floor, Manipal Center, 560001",     ,3.0,+91 99720 26471,5993.0,1995.0,5.0,3.05
Alter Ego Cafe,"210, 5th A Cross Road, 3rd Block, HRBR Layout, Kalyannagar, Bengaluru 560043 India",India,560043,Karnataka,Italian American Cafe Mediterranean British    ,A quaint little café that serves some of the lip smacking delicacies from across the world.,   ,                       ,                            ,13.03,77.63,"210, 5th A Cross Road, 3rd Block,, HRBR Layout, Kalyannagar, 560043",     ,5.0,+91 80956 96900,5993.0,1786.0,4.0,3.05
What'sinaPita,"Sarjapur Road 2nd floor, MMR Plaza, 98/1 Sarjapur Road, 1st Block Koramangala, Bengaluru 560034 India",India,560034,Karnataka,Lebanese Mediterranean Fusion Middle Eastern     ,"We are a fusion food restaurant blending the traditional and authentic food preparation techniques and values from the Middle East with the influences and requirements of a contemporary lifestyle in India. Our take on food is a fresh one, targeted at people looking for a wholesome and delicious while convenient option for their working day lunches.",   ,                       ,                            ,12.92,77.64,"Sarjapur Road, 2nd floor, MMR Plaza, 98/1 Sarjapur Road, 1st Block Koramangala, 560034",Lunch Dinner Brunch Late Night  ,1.0,+91 91089 74600,5993.0,4001.0,4.0,3.01
A2B Veg,"No 34 Bellari Mainroad Hebbal Area, Bengaluru 560054 India",India,560054,Karnataka,Indian        ,,Vegetarian Friendly Vegan Options  ,                       ,Takeout                            ,12.98,77.53,"No 34 Bellari Mainroad, Hebbal Area, 560054",Breakfast Lunch    ,20.0,+91 80 6570 7711,5993.0,1879.0,3.5,3.05
Kanti Sweets,"New Thippasandra Road, Near Ganesa Temple, Bengaluru India",India,,Karnataka,Indian Fast Food       ,,   ,                       ,                            ,12.98,77.67,"New Thippasandra Road, Near Ganesa Temple",     ,14.0,,5993.0,1020.0,4.0,3.11
Give Me 5 Cafe,"3115 Eshwara Layout 13th Cross Double Road Opposite Esi Quaters, Bengaluru 560038 India",India,560038,Karnataka,American        ,,   ,                       ,                            ,12.98,77.64,"3115 Eshwara Layout 13th Cross Double Road, Opposite Esi Quaters, 560038",     ,5.0,+91 91641 16666,5993.0,1874.0,4.5,3.05
Glassy,"24 - 26 Outer Ring Road Bellandur Village, Varthur Hobli,, Bengaluru 560037 India",India,560037,Karnataka,        ,,   ,                       ,Reservations                            ,12.96,77.7,"24 - 26 Outer Ring Road, Bellandur Village, Varthur Hobli,, 560037",Drinks     ,7.0,+91 80 4933 3000,5993.0,1412.0,4.0,3.07
Mast Kalandar,"Ground Floor Opposite Hp Petrol Pump 287 15'th Cross Street JP Nagar, Bengaluru 560078 India",India,560078,Karnataka,        ,,Vegetarian Friendly   ,                       ,                            ,12.91,77.59,"Ground Floor Opposite Hp Petrol Pump 287 15'th Cross Street, JP Nagar, 560078",     ,5.0,+91 80 4110 4644,5993.0,2628.0,3.5,3.03
Srinidhi Sagar Food Lines,"98 Srinidhi Sagar Food Lines Double Road Indiranagar, Near ESI Hospital, Bengaluru 560038 India",India,560038,Karnataka,        ,,   ,                       ,                            ,12.97,77.64,"98 Srinidhi Sagar Food Lines Double Road, Indiranagar, Near ESI Hospital, 560038",Breakfast Lunch Dinner   ,4.0,+91 80 2525 0408,5993.0,2460.0,4.5,3.04
Kanti Sweets,"1 6th Main Road, Bengaluru 560011 India",India,560011,Karnataka,Cafe        ,,   ,                       ,                            ,12.99,77.57,"1 6th Main Road, 560011",     ,5.0,+91 80 2296 0607,5993.0,1556.0,4.5,3.06
Verve,"Royal Orchid Resort And Convention Centre, Allasandra Near Jakkar Flying Club, Bellary Road Royal Orchid Resort, Bengaluru 560065 India",India,560065,Karnataka,Japanese Indian       ,,   ,                       ,                            ,13.1,77.6,"Royal Orchid Resort And Convention Centre, Allasandra Near Jakkar Flying Club, Bellary Road, Royal Orchid Resort, 560065",     ,4.0,+91 80 2856 0668,5993.0,1781.0,5.0,3.05
Taj Darbar,"360 Swagath Main Road, Bengaluru 560041 India",India,560041,Karnataka,        ,,   ,                       ,                            ,12.93,77.59,"360 Swagath Main Road, 560041",     ,5.0,22445088,5993.0,1524.0,5.0,3.07
Chikkanna Tiffin,"Cubbonpet Main Road Cross Near Ulsoor Gate Police Station, Bengaluru 560002 India",India,560002,Karnataka,        ,,   ,                       ,                            ,12.97,77.58,"Cubbonpet Main Road Cross, Near Ulsoor Gate Police Station, 560002",     ,7.0,+91 98459 17991,5993.0,1761.0,4.0,3.06
Sbarro,"Dr Rajkumar Road 3rd Floor, Orion Mall, Brigade Gateway, Bengaluru 560010 India",India,560010,Karnataka,Fast Food        ,,   ,                       ,                            ,13.01,77.55,"Dr Rajkumar Road, 3rd Floor, Orion Mall, Brigade Gateway, 560010",     ,2.0,+91 80 2268 2048,5993.0,3130.0,4.0,3.02
Zaafran,"1st Floor Itpl Main Road Opposite Hypercity, Bengaluru 560037 India",India,560037,Karnataka,        ,,   ,                       ,                            ,13.05,77.51,"1st Floor Itpl Main Road, Opposite Hypercity, 560037",     ,6.0,+91 97423 75747,5993.0,2096.0,4.0,3.04
Ice Cafe,"No 501 12th Main 1st Phase, Banashankari 2nd Stage, Padmanabhanagar, Bengaluru 560070 India",India,560070,Karnataka,        ,,   ,                       ,                            ,13.01,77.58,"No 501 12th Main, 1st Phase, Banashankari 2nd Stage, Padmanabhanagar, 560070",     ,2.0,+91 80660 35778,5993.0,2954.0,4.5,3.03
Kabab Mandra,"P1, KSSIDC Industrial Estate, Whitefield Road Next To Phoenix Market City, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.96,77.72,"P1, KSSIDC Industrial Estate, Whitefield Road, Next To Phoenix Market City",     ,5.0,+91 80 2853 3041,5993.0,1789.0,4.0,3.05
Kalpavriksha Upahara,"38th Cross, Bengaluru 560041 India",India,560041,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.59,"38th Cross, 560041",     ,3.0,,5993.0,3144.0,4.0,3.02
WYT RestroPub,"M.g. Road, Bengaluru 560025 India",India,560025,Karnataka,Chinese Bar British      ,,   ,                       ,                            ,12.93,77.52,"M.g. Road, 560025",Lunch Dinner    ,5.0,+91 80 4150 1414,5993.0,2942.0,4.0,3.03
Just Shawarma,"Saptgagiri Complex Near Christ University, SG Palya, BTM, Bengaluru 560079 India",India,560079,Karnataka,Fast Food        ,,   ,Shawarma                       ,                            ,12.93,77.61,"Saptgagiri Complex, Near Christ University, SG Palya, BTM, 560079",     ,5.0,+91 76767 64422,5993.0,3891.0,3.0,3.01
Nandhini Deluxe,"New Bel Rd Raj Mahal Vilas, 2nd Stage, Bengaluru 560094 India",India,560094,Karnataka,        ,,   ,                       ,                            ,13.04,77.57,"New Bel Rd, Raj Mahal Vilas, 2nd Stage, 560094",     ,8.0,23519177,5993.0,2589.0,3.5,3.03
Barbecue Factory,"100 Feet Road Next To Reliance Digital, Bengaluru 560038 India",India,560038,Karnataka,Indian Barbecue Asian      ,,   ,                       ,Reservations Seating Table Service                          ,12.98,77.64,"100 Feet Road, Next To Reliance Digital, 560038",Lunch Dinner    ,20.0,+91 88676 91746,5993.0,5874.0,3.0,2.87
Kanti Sweets,"70, 1st Cross, Hal 3rd Stage, Near Ganesh Temple, New Thippasandra, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.97,77.65,"70, 1st Cross, Hal 3rd Stage, Near Ganesh Temple, New Thippasandra",     ,12.0,+91 80664 96510,5993.0,1198.0,4.0,3.09
Gundappa Donne Biriyani,"120 / 1 1'st Main Road, Opposite To North End Bar, Bengaluru 560045 India",India,560045,Karnataka,Indian        ,,Halal   ,                       ,Takeout Seating                           ,12.99,77.57,"120 / 1 1'st Main Road, Opposite To North End Bar, 560045",Lunch     ,15.0,+91 98800 23409,5993.0,5237.0,3.0,3.0
Mysore Special Chats,"134, 9th Cross, 3rd Main, Margosa Road, Opposite To Lakshmi Villas Bank, Malleshwaram, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.91,77.59,"134, 9th Cross, 3rd Main, Margosa Road, Opposite To Lakshmi Villas Bank, Malleshwaram",     ,1.0,+91 98444 07978,5993.0,3733.0,5.0,3.02
Punjabi Kitchen,"White Field Main Road, Opposite Vijaya Bank, Bengaluru 560037 India",India,560037,Karnataka,Chinese Indian       ,,   ,                       ,                            ,12.98,77.73,"White Field Main Road, Opposite Vijaya Bank, 560037",Dinner     ,12.0,+91 80 6597 0727,5993.0,2018.0,3.5,3.05
Red Bowl,"Gopalan Signature Mall, Ground Floor, Old Madras Road, KR Puram, Bengaluru India",India,,Karnataka,Chinese Thai       ,,   ,                       ,                            ,13.02,77.71,"Gopalan Signature Mall, Ground Floor, Old Madras Road, KR Puram",     ,5.0,+91 80 6050 3035,5993.0,2218.0,4.0,3.04
Dosa Sagar,"Central Dosa Sagar Brigade Road, Bengaluru 560001 India",India,560001,Karnataka,Indian        ,,   ,                       ,                            ,12.97,77.61,"Central Dosa Sagar Brigade Road, 560001",     ,3.0,+91 95911 19544,5993.0,2271.0,4.5,3.04
Dosa Camp,"Pavan Complex, 15, B.V.K Iyengar Road, Opposite Rohini Silks, Chikpete, Bengaluru 560053 India",India,560053,Karnataka,Fast Food        ,,   ,                       ,                            ,12.97,77.57,"Pavan Complex, 15, B.V.K Iyengar Road, Opposite Rohini Silks, Chikpete, 560053",     ,2.0,+91 97413 89944,5993.0,2609.0,4.5,3.03
New Biryani Mane,"Chikkalsandra Uttarahalli Main Road, Bengaluru 560061 India",India,560061,Karnataka,Healthy        ,,   ,                       ,                            ,12.9,77.49,"Chikkalsandra Uttarahalli Main Road, 560061",     ,5.0,+91 98801 50550,5993.0,2582.0,4.0,3.03
Leon Grill,"18th Cross Road Near Reliance Digital Sector 3, HSR, Bengaluru 560102 India",India,560102,Karnataka,Fast Food        ,Craving grilled international grub are you? We have you covered in Bangalore. We serve everything that will delight your European and American palette.,   ,                       ,Delivery Takeout Seating Parking Available Street Parking Digital Payments                       ,12.91,77.64,"18th Cross Road, Near Reliance Digital Sector 3, HSR, 560102",Breakfast Lunch Dinner   ,5.0,+91 91088 73135,5993.0,2739.0,3.5,3.03
Bhikaram Chandmal Restaurant,"3136 13th Cross Hal 2nd Stage, Hal 3rd Stage, Halasuru, Bengaluru 560008 India",India,560008,Karnataka,        ,,   ,                       ,                            ,12.97,77.63,"3136 13th Cross, Hal 2nd Stage, Hal 3rd Stage, Halasuru, 560008",Breakfast Lunch Dinner   ,1.0,22976861,5993.0,4927.0,4.0,3.01
Central jail restaurant,"2631, 27th Main Rd, 1st Sector, HSR Layout, Bengaluru 560102 India",India,560102,Karnataka,Indian        ,,   ,                       ,Reservations Seating Digital Payments Accepts Credit Cards                         ,12.96,77.59,"2631, 27th Main Rd, 1st Sector, HSR Layout, 560102",Lunch Dinner    ,1.0,,5993.0,5284.0,3.0,3.0
